Genus,Group,Family,Source
Afrosison,A,Apiaceae,APG4
Afrosolen,A,Iridaceae,APG4
Afrostyrax,A,Huaceae,APG4
Afrothismia,A,Burmanniaceae,APG4
Afrotrewia,A,Euphorbiaceae,APG4
Afrotrichloris,A,Poaceae,APG4
Afrotrilepis,A,Cyperaceae,APG4
Afrotysonia,A,Boraginaceae,APG4
Afrovivella,A,Crassulaceae,APG4
Afzelia,A,Fabaceae,APG4
Afzeliella,A,Melastomataceae,APG4
Agalinis,A,Orobanchaceae,APG4
Agallis,A,Brassicaceae,APG4
Agallochum,A,Thymelaeaceae,APG4
Agalma,A,Araliaceae,APG4
Agalmanthus,A,Myrtaceae,APG4
Agalmyla,A,Gesneriaceae,APG4
Agaloma,A,Euphorbiaceae,APG4
Aganippea,A,Asteraceae,APG4
Aganisia,A,Orchidaceae,APG4
Aganonerion,A,Apocynaceae,APG4
Aganope,A,Fabaceae,APG4
Aganosma,A,Apocynaceae,APG4
Agaosizia,A,Onagraceae,APG4
Agapanthus,A,Amaryllidaceae,APG4
Agapetes,A,Ericaceae,APG4
Agardhia,A,Vochysiaceae,APG4
Agarista,A,Ericaceae,APG4
Agastache,A,Lamiaceae,APG4
Agastachys,A,Proteaceae,APG4
Agasthiyamalaia,A,Clusiaceae,APG4
Agasyllis,A,Apiaceae,APG4
Agatea,A,Violaceae,APG4
Agathaea,A,Asteraceae,APG4
Agathelpis,A,Scrophulariaceae,APG4
Agathis,G,Araucariaceae,Apweb
Agathisanthemum,A,Rubiaceae,APG4
Agathisanthes,A,Nyssaceae,APG4
Agathophora,A,Amaranthaceae,APG4
Agathophyllum,A,Lauraceae,APG4
Agathosma,A,Rutaceae,APG4
Agathotes,A,Gentianaceae,APG4
Agathyrsus,A,Asteraceae,APG4
Agati,A,Fabaceae,APG4
Agation,A,Violaceae,APG4
Agauria,A,Ericaceae,APG4
Agave,A,Asparagaceae,APG4
Agdestis,A,Phytolaccaceae,APG4
Agelaea,A,Connaraceae,APG4
Agelandra,A,Euphorbiaceae,APG4
Agelanthus,A,Loranthaceae,APG4
Agenium,A,Poaceae,APG4
Ageomoron,A,Apiaceae,APG4
Ageratella,A,Asteraceae,APG4
Ageratina,A,Asteraceae,APG4
Ageratinastrum,A,Asteraceae,APG4
Ageratum,A,Asteraceae,APG4
Ageria,A,Aquifoliaceae,APG4
Aggeianthus,A,Orchidaceae,APG4
Agiabampoa,A,Asteraceae,APG4
Agialida,A,Zygophyllaceae,APG4
Agianthus,A,Brassicaceae,APG4
Agiortia,A,Ericaceae,APG4
Agirta,A,Euphorbiaceae,APG4
Aglaia,A,Meliaceae,APG4
Aglaodorum,A,Araceae,APG4
Aglaomorpha,F,Polypodiaceae,TPL
Aglaonaria X,F,Polypodiaceae,TPL
Aglaonema,A,Araceae,APG4
Aglitheis,A,Amaryllidaceae,APG4
Aglossorhyncha,A,Orchidaceae,APG4
Aglossorrhyncha,A,Orchidaceae,APG4
Aglycia,A,Poaceae,APG4
Agnesia,A,Poaceae,APG4
Agnirictus,A,Aizoaceae,APG4
Agnorhiza,A,Asteraceae,APG4
Agonandra,A,Opiliaceae,APG4
Agoneissos,A,Malpighiaceae,APG4
Agonis,A,Myrtaceae,APG4
Agoseris,A,Asteraceae,APG4
Agouticarpa,A,Rubiaceae,APG4
Agraulus,A,Poaceae,APG4
Agrestis,A,Poaceae,APG4
Agretta,A,Iridaceae,APG4
Agrianthus,A,Asteraceae,APG4
Agrimonia,A,Rosaceae,APG4
Agriophyllum,A,Amaranthaceae,APG4
Agriphyllum,A,Asteraceae,APG4
Agrocalamagrostis X,A,Poaceae,APG4
Agrocharis,A,Apiaceae,APG4
Agroelymus X,A,Poaceae,APG4
Agrohordeum X,A,Poaceae,APG4
Agropogon X,A,Poaceae,APG4
Agropyrohordeum X,A,Poaceae,APG4
Agropyron,A,Poaceae,APG4
Agropyropsis,A,Poaceae,APG4
Agrositanion X,A,Poaceae,APG4
Agrostemma,A,Caryophyllaceae,APG4
Agrosticula,A,Poaceae,APG4
Agrostis,A,Poaceae,APG4
Agrostistachys,A,Euphorbiaceae,APG4
Agrostocrinum,A,Asphodelaceae,APG4
Agrostomia,A,Poaceae,APG4
Agrostophyllum,A,Orchidaceae,APG4
Agrostopoa,A,Poaceae,APG4
Agrostula,A,Poaceae,APG4
Agrotrigia X,A,Poaceae,APG4
Agrotrisecale X,A,Poaceae,APG4
Agrotriticum X,A,Poaceae,APG4
Aguava,A,Myrtaceae,APG4
Aguiaria,A,Malvaceae,APG4
Agylophora,A,Rubiaceae,APG4
Agyneia,A,Phyllanthaceae,APG4
Agyneja,A,Phyllanthaceae,APG4
Ahernia,A,Achariaceae,APG4
Ahouai,A,Apocynaceae,APG4
Ahzolia,A,Cucurbitaceae,APG4
Aichryson,A,Crassulaceae,APG4
Aidema,A,Amaryllidaceae,APG4
Aidia,A,Rubiaceae,APG4
Aidiopsis,A,Rubiaceae,APG4
Aidomene,A,Apocynaceae,APG4
Aigeiros,A,Salicaceae,APG4
Ailanthus,A,Simaroubaceae,APG4
Ailantopsis,A,Meliaceae,APG4
Ailuroglossum,A,Boraginaceae,APG4
Ailuroschia,A,Fabaceae,APG4
Aimara,A,Brassicaceae,APG4
Aimorra,A,Asteraceae,APG4
Ainea,A,Iridaceae,APG4
Ainsliaea,A,Asteraceae,APG4
Ainsliea,A,Asteraceae,APG4
Ainsworthia,A,Apiaceae,APG4
Aiolotheca,A,Asteraceae,APG4
Aiouea,A,Lauraceae,APG4
Aiphanes,A,Arecaceae,APG4
Aipyanthus,A,Boraginaceae,APG4
Aira,A,Poaceae,APG4
Airampoa,A,Cactaceae,APG4
Airella,A,Poaceae,APG4
Airidium,A,Poaceae,APG4
Airochloa,A,Poaceae,APG4
Airopsis,A,Poaceae,APG4
Airosperma,A,Rubiaceae,APG4
Airyantha,A,Fabaceae,APG4
Aisandra,A,Sapotaceae,APG4
Aistocaulon,A,Aizoaceae,APG4
Aistopetalum,A,Cunoniaceae,APG4
Aitchisonia,A,Rubiaceae,APG4
Aithales,A,Crassulaceae,APG4
Aitkenara X,A,Orchidaceae,APG4
Aitonia,A,Meliaceae,APG4
Aizoanthemopsis,A,Aizoaceae,APG4
Aizoanthemum,A,Aizoaceae,APG4
Aizodraba,A,Brassicaceae,APG4
Aizoon,A,Aizoaceae,APG4
Aizopsis,A,Crassulaceae,APG4
Ajania,A,Asteraceae,APG4
Ajaniopsis,A,Asteraceae,APG4
Ajax,A,Amaryllidaceae,APG4
Ajuga,A,Lamiaceae,APG4
Ajugoides,A,Lamiaceae,APG4
Akania,A,Akaniaceae,APG4
Akeassia,A,Asteraceae,APG4
Akebia,A,Lardizabalaceae,APG4
Akentra,A,Lentibulariaceae,APG4
Akersia,A,Cactaceae,APG4
Aklema,A,Euphorbiaceae,APG4
Akrosida,A,Malvaceae,APG4
Akschindlium,A,Fabaceae,APG4
Aladenia,A,Apocynaceae,APG4
Alafia,A,Apocynaceae,APG4
Alagophyla,A,Gesneriaceae,APG4
Alagophylla,A,Gesneriaceae,APG4
Alaida,A,Brassicaceae,APG4
Alajja,A,Lamiaceae,APG4
Alamania,A,Orchidaceae,APG4
Alangium,A,Cornaceae,APG4
Alania,A,Boryaceae,APG4
Alansmia,F,Polypodiaceae,TPL
Alantsilodendron,A,Fabaceae,APG4
Alarconia,A,Asteraceae,APG4
Alatavia,A,Iridaceae,APG4
Alaternus,A,Rhamnaceae,APG4
Alaticaulia,A,Orchidaceae,APG4
Alatiliparis,A,Orchidaceae,APG4
Alatococcus,A,Sapindaceae,APG4
Alatoseta,A,Asteraceae,APG4
Alberta,A,Rubiaceae,APG4
Albertia,A,Apiaceae,APG4
Albertinia,A,Asteraceae,APG4
Albertisia,A,Menispermaceae,APG4
Albertisiella,A,Sapotaceae,APG4
Albertokuntzea,A,Phytolaccaceae,APG4
Albidella,A,Alismataceae,APG4
Albina,A,Zingiberaceae,APG4
Albizia,A,Fabaceae,APG4
Albizzia,A,Fabaceae,APG4
Albovia,A,Apiaceae,APG4
Alboviodoxa,A,Asteraceae,APG4
Albrandia,A,Moraceae,APG4
Albraunia,A,Plantaginaceae,APG4
Albuca,A,Asparagaceae,APG4
Albugoides,A,Asparagaceae,APG4
Alcalthaea X,A,Malvaceae,APG4
Alcantara,A,Asteraceae,APG4
Alcantarea,A,Bromeliaceae,APG4
Alcea,A,Malvaceae,APG4
Alchemilla,A,Rosaceae,APG4
Alchimilla,A,Rosaceae,APG4
Alchornea,A,Euphorbiaceae,APG4
Alchorneopsis,A,Euphorbiaceae,APG4
Alcicornium,F,Polypodiaceae,TPL
Alcimandra,A,Magnoliaceae,APG4
Alcina,A,Asteraceae,APG4
Alcineanthus,A,Peraceae,APG4
Alciope,A,Asteraceae,APG4
Alcmene,A,Annonaceae,APG4
Alcoceratothrix,A,Malpighiaceae,APG4
Alcoceria,A,Euphorbiaceae,APG4
Aldama,A,Asteraceae,APG4
Aldina,A,Fabaceae,APG4
Aldinia,A,Euphorbiaceae,APG4
Aldrovanda,A,Droseraceae,APG4
Alectoridia,A,Poaceae,APG4
Alectoroctonum,A,Euphorbiaceae,APG4
Alectorolophus,A,Orobanchaceae,APG4
Alectorurus,A,Asparagaceae,APG4
Alectra,A,Orobanchaceae,APG4
Alectryon,A,Sapindaceae,APG4
Alegria,A,Malvaceae,APG4
Aleisanthia,A,Rubiaceae,APG4
Aleisanthiopsis,A,Rubiaceae,APG4
Alepidea,A,Apiaceae,APG4
Alepidocalyx,A,Fabaceae,APG4
Alepidocline,A,Asteraceae,APG4
Alepis,A,Loranthaceae,APG4
Alepyrum,A,Restionaceae,APG4
Aletes,A,Apiaceae,APG4
Aletris,A,Nartheciaceae,APG4
Aleurites,A,Euphorbiaceae,APG4
Aleuritia,A,Primulaceae,APG4
Aleuritopteris,F,Pteridaceae,TPL
Alevia,A,Euphorbiaceae,APG4
Alexa,A,Fabaceae,APG4
Alexanderara X,A,Orchidaceae,APG4
Alexandra,A,Amaranthaceae,APG4
Alexeya,A,Ranunculaceae,APG4
Alexfloydia,A,Poaceae,APG4
Alexgeorgea,A,Restionaceae,APG4
Alexitoxicon,A,Apocynaceae,APG4
Alfaroa,A,Juglandaceae,APG4
Alfaropsis,A,Juglandaceae,APG4
Alfonsia,A,Arecaceae,APG4
Alfredia,A,Asteraceae,APG4
Algernonia,A,Euphorbiaceae,APG4
Algrizea,A,Myrtaceae,APG4
Alguelagum,A,Lamiaceae,APG4
Alhagi,A,Fabaceae,APG4
Alibertia,A,Rubiaceae,APG4
Alibrexia,A,Solanaceae,APG4
Alicabon,A,Solanaceae,APG4
Alicastrum,A,Moraceae,APG4
Aliceara X,A,Orchidaceae,APG4
Alicia,A,Malpighiaceae,APG4
Aliciella,A,Polemoniaceae,APG4
Aliconia,A,Asteraceae,APG4
Aliella,A,Asteraceae,APG4
Alifana,A,Melastomataceae,APG4
Alifanus,A,Melastomataceae,APG4
Alifiola,A,Caryophyllaceae,APG4
Aligera,A,Caprifoliaceae,APG4
Alinula,A,Cyperaceae,APG4
Aliopsis,A,Gentianaceae,APG4
Alipsea,A,Orchidaceae,APG4
Alisma,A,Alismataceae,APG4
Alismorchis,A,Orchidaceae,APG4
Alismorkis,A,Orchidaceae,APG4
Alistilus,A,Fabaceae,APG4
Aliteria,A,Moraceae,APG4
Alkanna,A,Boraginaceae,APG4
Alkekengi,A,Solanaceae,APG4
Alkibias,A,Asteraceae,APG4
Allaeanthus,A,Moraceae,APG4
Allaeophania,A,Rubiaceae,APG4
Allaganthera,A,Amaranthaceae,APG4
Allagopappus,A,Asteraceae,APG4
Allagoptera,A,Arecaceae,APG4
Allagosperma,A,Cucurbitaceae,APG4
Allagostachyum,A,Poaceae,APG4
Allamanda,A,Apocynaceae,APG4
Allanblackia,A,Clusiaceae,APG4
Allantodia,F,Athyriaceae,TPL
Allantoma,A,Lecythidaceae,APG4
Allantospermum,A,Ixonanthaceae,APG4
Allardia,A,Asteraceae,APG4
Allasia,A,Lamiaceae,APG4
Alleizettea,A,Rubiaceae,APG4
Alleizettella,A,Rubiaceae,APG4
Allelotheca,A,Poaceae,APG4
Allemanda,A,Apocynaceae,APG4
Allenanthus,A,Rubiaceae,APG4
Allenara X,A,Orchidaceae,APG4
Allenrolfea,A,Amaranthaceae,APG4
Allexis,A,Violaceae,APG4
Alliaria,A,Brassicaceae,APG4
Allionia,A,Nyctaginaceae,APG4
Allioniella,A,Nyctaginaceae,APG4
Allittia,A,Asteraceae,APG4
Allium,A,Amaryllidaceae,APG4
Allmania,A,Amaranthaceae,APG4
Allmaniopsis,A,Amaranthaceae,APG4
Alloberberis,A,Berberidaceae,APG4
Allobia,A,Euphorbiaceae,APG4
Allobium,A,Santalaceae,APG4
Allobriquetia,A,Malvaceae,APG4
Alloburkillia,A,Fabaceae,APG4
Allocalyx,A,Scrophulariaceae,APG4
Allocarpus,A,Asteraceae,APG4
Allocarya,A,Boraginaceae,APG4
Allocaryastrum,A,Boraginaceae,APG4
Allocassine,A,Celastraceae,APG4
Allocasuarina,A,Casuarinaceae,APG4
Allocephalus,A,Asteraceae,APG4
Allocheilos,A,Gesneriaceae,APG4
Allochilus,A,Orchidaceae,APG4
Allochlamys,A,Amaranthaceae,APG4
Allochrusa,A,Caryophyllaceae,APG4
Alloeochaete,A,Poaceae,APG4
Allohemia,A,Loranthaceae,APG4
Alloiatheros,A,Poaceae,APG4
Alloispermum,A,Asteraceae,APG4
Allolepis,A,Poaceae,APG4
Allomaieta,A,Melastomataceae,APG4
Allomarkgrafia,A,Apocynaceae,APG4
Allomorphia,A,Melastomataceae,APG4
Alloneuron,A,Melastomataceae,APG4
Allophylastrum,A,Sapindaceae,APG4
Allophyllum,A,Polemoniaceae,APG4
Allophylus,A,Sapindaceae,APG4
Allophyton,A,Scrophulariaceae,APG4
Alloplectus,A,Gesneriaceae,APG4
Allopterigeron,A,Asteraceae,APG4
Allosampela,A,Vitaceae,APG4
Allosandra,A,Euphorbiaceae,APG4
Allosanthus,A,Sapindaceae,APG4
Alloschemone,A,Araceae,APG4
Alloschmidia,A,Arecaceae,APG4
Allosidastrum,A,Malvaceae,APG4
Allosorus,F,Pteridaceae,TPL
Allospondias,A,Anacardiaceae,APG4
Allostelites,F,Equisetaceae,TPL
Allostigma,A,Gesneriaceae,APG4
Allostis,A,Myrtaceae,APG4
Allosyncarpia,A,Myrtaceae,APG4
Alloteropsis,A,Poaceae,APG4
Allotoonia,A,Apocynaceae,APG4
Allotropa,A,Ericaceae,APG4
Allowissadula,A,Malvaceae,APG4
Allowoodsonia,A,Apocynaceae,APG4
Alloxylon,A,Proteaceae,APG4
Allozygia,A,Melastomataceae,APG4
Alluaudia,A,Didiereaceae,APG4
Alluaudiopsis,A,Didiereaceae,APG4
Almaleea,A,Fabaceae,APG4
Almana,A,Gesneriaceae,APG4
Almedanthus,A,Melastomataceae,APG4
Almeidea,A,Rutaceae,APG4
Almutaster,A,Asteraceae,APG4
Alnaster,A,Betulaceae,APG4
Alniaria,A,Rosaceae,APG4
Alniphyllum,A,Styracaceae,APG4
Alnus,A,Betulaceae,APG4
Alocasia,A,Araceae,APG4
Alococarpum,A,Apiaceae,APG4
Aloe,A,Asphodelaceae,APG4
Aloexylum,A,Thymelaeaceae,APG4
Aloiampelos,A,Asphodelaceae,APG4
Aloidendron,A,Asphodelaceae,APG4
Aloinella,A,Asphodelaceae,APG4
Aloinopsis,A,Aizoaceae,APG4
Aloitis,A,Gentianaceae,APG4
Alomia,A,Asteraceae,APG4
Alomiella,A,Asteraceae,APG4
Alona,A,Solanaceae,APG4
Alonsoa,A,Scrophulariaceae,APG4
Alopecias,A,Fabaceae,APG4
Alopecuropsis,A,Poaceae,APG4
Alopecurus,A,Poaceae,APG4
Alophia,A,Iridaceae,APG4
Alosemis,A,Melastomataceae,APG4
Aloysia,A,Verbenaceae,APG4
Alpagrostis,A,Poaceae,APG4
Alpaminia,A,Brassicaceae,APG4
Alphandia,A,Euphorbiaceae,APG4
Alphitonia,A,Rhamnaceae,APG4
Alphonsea,A,Annonaceae,APG4
Alphonseopsis,A,Annonaceae,APG4
Alpingera X,A,Zingiberaceae,APG4
Alpinia,A,Zingiberaceae,APG4
Alposelinum,A,Apiaceae,APG4
Alrawia,A,Asparagaceae,APG4
Alseis,A,Rubiaceae,APG4
Alseodaphne,A,Lauraceae,APG4
Alseodaphnopsis,A,Lauraceae,APG4
Alseuosmia,A,Alseuosmiaceae,APG4
Alshehbazia,A,Brassicaceae,APG4
Alsinanthe,A,Caryophyllaceae,APG4
Alsinanthus,A,Caryophyllaceae,APG4
Alsinastrum,A,Elatinaceae,APG4
Alsine,A,Caryophyllaceae,APG4
Alsinella,A,Caryophyllaceae,APG4
Alsinidendron,A,Caryophyllaceae,APG4
Alsinopsis,A,Caryophyllaceae,APG4
Alsmithia,A,Arecaceae,APG4
Alsobia,A,Gesneriaceae,APG4
Alsocydia,A,Bignoniaceae,APG4
Alsodeia,A,Violaceae,APG4
Alsodeidium,A,Icacinaceae,APG4
Alsodeiopsis,A,Icacinaceae,APG4
Alsomitra,A,Cucurbitaceae,APG4
Alsophila,F,Cyatheaceae,TPL
Alstonia,A,Apocynaceae,APG4
Alstroemeria,A,Alstroemeriaceae,APG4
Altamiranoa,A,Crassulaceae,APG4
Altensteinia,A,Orchidaceae,APG4
Alternanthera,A,Amaranthaceae,APG4
Alternasemina,A,Cucurbitaceae,APG4
Althaea,A,Malvaceae,APG4
Althenia,A,Potamogetonaceae,APG4
Althoffia,A,Malvaceae,APG4
Altingia,A,Altingiaceae,APG4
Altoparadisium,A,Poaceae,APG4
Altora,A,Peraceae,APG4
Aluta,A,Myrtaceae,APG4
Alvaradoa,A,Picramniaceae,APG4
Alvarezia,A,Acanthaceae,APG4
Alveolina,A,Loranthaceae,APG4
Alvesia,A,Lamiaceae,APG4
Alvimia,A,Poaceae,APG4
Alvimiantha,A,Rhamnaceae,APG4
Alvisia,A,Orchidaceae,APG4
Alvordia,A,Asteraceae,APG4
Alycia,A,Poaceae,APG4
Alyogyne,A,Malvaceae,APG4
Alysicarpus,A,Fabaceae,APG4
Alyssoides,A,Brassicaceae,APG4
Alyssopsis,A,Brassicaceae,APG4
Alyssum,A,Brassicaceae,APG4
Alyxia,A,Apocynaceae,APG4
Alzatea,A,Alzateaceae,APG4
Amagris,A,Poaceae,APG4
Amaioua,A,Rubiaceae,APG4
Amalago,A,Piperaceae,APG4
Amalia,A,Orchidaceae,APG4
Amalocalyx,A,Apocynaceae,APG4
Amalophyllon,A,Gesneriaceae,APG4
Amamelis,A,Hamamelidaceae,APG4
Amana,A,Liliaceae,APG4
Amannia,A,Lythraceae,APG4
Amanoa,A,Phyllanthaceae,APG4
Amaraboya,A,Melastomataceae,APG4
Amaracarpus,A,Rubiaceae,APG4
Amaracus,A,Lamiaceae,APG4
Amaralia,A,Rubiaceae,APG4
Amaranthus,A,Amaranthaceae,APG4
Amarcrinum X,A,Amaryllidaceae,APG4
Amarella,A,Gentianaceae,APG4
Amarenus,A,Fabaceae,APG4
Amarine X,A,Amaryllidaceae,APG4
Amarolea,A,Oleaceae,APG4
Amaroria,A,Simaroubaceae,APG4
Amarygia X,A,Amaryllidaceae,APG4
Amaryllis,A,Amaryllidaceae,APG4
Amasonia,A,Lamiaceae,APG4
Amathea,A,Acanthaceae,APG4
Amatlania,A,Primulaceae,APG4
Amatula,A,Solanaceae,APG4
Amauria,A,Asteraceae,APG4
Amauriella,A,Araceae,APG4
Amauriopsis,A,Asteraceae,APG4
Amauropelta,F,Thelypteridaceae,TPL
Amaxitis,A,Poaceae,APG4
Ambaiba,A,Urticaceae,APG4
Ambassa,A,Asteraceae,APG4
Ambavia,A,Annonaceae,APG4
Ambelania,A,Apocynaceae,APG4
Amberboa,A,Asteraceae,APG4
Ambilobea,A,Burseraceae,APG4
Ambinux,A,Euphorbiaceae,APG4
Amblia,F,Dryopteridaceae,TPL
Amblogyna,A,Amaranthaceae,APG4
Amblostoma,A,Orchidaceae,APG4
Amblovenatum,F,Thelypteridaceae,TPL
Amblyachyrum,A,Poaceae,APG4
Amblyanthe,A,Orchidaceae,APG4
Amblyanthopsis,A,Primulaceae,APG4
Amblyanthus,A,Primulaceae,APG4
Amblychloa,A,Poaceae,APG4
Amblyglottis,A,Orchidaceae,APG4
Amblygonocarpus,A,Fabaceae,APG4
Amblygonum,A,Polygonaceae,APG4
Amblynotopsis,A,Boraginaceae,APG4
Amblynotus,A,Boraginaceae,APG4
Amblyocalyx,A,Apocynaceae,APG4
Amblyocarpum,A,Asteraceae,APG4
Amblyoglossum,A,Apocynaceae,APG4
Amblyolepis,A,Asteraceae,APG4
Amblyopappus,A,Asteraceae,APG4
Amblyopetalum,A,Apocynaceae,APG4
Amblyopogon,A,Asteraceae,APG4
Amblyopyrum,A,Poaceae,APG4
Amblysperma,A,Asteraceae,APG4
Amblystigma,A,Apocynaceae,APG4
Amblytes,A,Poaceae,APG4
Amblytropis,A,Fabaceae,APG4
Ambongia,A,Acanthaceae,APG4
Ambora,A,Monimiaceae,APG4
Amborella,A,Amborellaceae,APG4
Amboroa,A,Asteraceae,APG4
Ambraria,A,Rubiaceae,APG4
Ambrella,A,Orchidaceae,APG4
Ambrina,A,Amaranthaceae,APG4
Ambroma,A,Malvaceae,APG4
Ambrosia,A,Asteraceae,APG4
Ambrosina,A,Araceae,APG4
Ambulia,A,Plantaginaceae,APG4
Amburana,A,Fabaceae,APG4
Ameghinoa,A,Asteraceae,APG4
Amelanchier,A,Rosaceae,APG4
Amelasorbus X,A,Rosaceae,APG4
Amelichloa,A,Poaceae,APG4
Amellus,A,Asteraceae,APG4
Amentotaxus,G,Taxaceae,Apweb
Amerimnon,A,Fabaceae,APG4
Ameroglossum,A,Scrophulariaceae,APG4
Amerorchis,A,Orchidaceae,APG4
Amerosedum,A,Crassulaceae,APG4
Amesia,A,Orchidaceae,APG4
Amesiella,A,Orchidaceae,APG4
Amesiodendron,A,Sapindaceae,APG4
Amesium,F,Aspleniaceae,TPL
Amethystanthus,A,Lamiaceae,APG4
Amethystea,A,Lamiaceae,APG4
Ametron,A,Rosaceae,APG4
Amherstia,A,Fabaceae,APG4
Amianthium,A,Melanthiaceae,APG4
Amicia,A,Fabaceae,APG4
Amirola,A,Sapindaceae,APG4
Amischophacelus,A,Commelinaceae,APG4
Amischotolype,A,Commelinaceae,APG4
Amitostigma,A,Orchidaceae,APG4
Ammandra,A,Arecaceae,APG4
Ammanella,A,Lythraceae,APG4
Ammannia,A,Lythraceae,APG4
Ammanthus,A,Asteraceae,APG4
Ammi,A,Apiaceae,APG4
Ammianthus,A,Rubiaceae,APG4
Ammiopsis,A,Apiaceae,APG4
Ammobium,A,Asteraceae,APG4
Ammobroma,A,Boraginaceae,APG4
Ammocalamagrostis X,A,Poaceae,APG4
Ammocallis,A,Apocynaceae,APG4
Ammocharis,A,Amaryllidaceae,APG4
Ammochloa,A,Poaceae,APG4
Ammocodon,A,Nyctaginaceae,APG4
Ammocyanus,A,Asteraceae,APG4
Ammodaucus,A,Apiaceae,APG4
Ammodendron,A,Fabaceae,APG4
Ammodenia,A,Caryophyllaceae,APG4
Ammodytes,A,Fabaceae,APG4
Ammoides,A,Apiaceae,APG4
Ammolirion,A,Asphodelaceae,APG4
Ammophila,A,Poaceae,APG4
Ammopiptanthus,A,Fabaceae,APG4
Ammoselinum,A,Apiaceae,APG4
Ammoseris,A,Asteraceae,APG4
Ammosperma,A,Brassicaceae,APG4
Ammothamnus,A,Fabaceae,APG4
Ammyrsine,A,Ericaceae,APG4
Amoana,A,Orchidaceae,APG4
Amoebophyllum,A,Aizoaceae,APG4
Amolinia,A,Asteraceae,APG4
Amomis,A,Myrtaceae,APG4
Amomum,A,Zingiberaceae,APG4
Amomyrtella,A,Myrtaceae,APG4
Amomyrtus,A,Myrtaceae,APG4
Amoora,A,Meliaceae,APG4
Amoreuxia,A,Bixaceae,APG4
Amorgine,A,Amaranthaceae,APG4
Amoria,A,Fabaceae,APG4
Amorimia,A,Malpighiaceae,APG4
Amorpha,A,Fabaceae,APG4
Amorphophallus,A,Araceae,APG4
Amorphospermum,A,Sapotaceae,APG4
Ampacus,A,Rutaceae,APG4
Ampalis,A,Moraceae,APG4
Amparoa,A,Orchidaceae,APG4
Ampelamus,A,Apocynaceae,APG4
Ampelaster,A,Asteraceae,APG4
Ampelocalamus,A,Poaceae,APG4
Ampelocera,A,Ulmaceae,APG4
Ampelocissus,A,Vitaceae,APG4
Ampelodaphne,A,Lauraceae,APG4
Ampelodesmos,A,Poaceae,APG4
Ampelodonax,A,Poaceae,APG4
Ampelopsis,A,Vitaceae,APG4
Ampelopteris,F,Thelypteridaceae,TPL
Ampelosicyos,A,Cucurbitaceae,APG4
Ampelosycios,A,Cucurbitaceae,APG4
Ampelothamnus,A,Ericaceae,APG4
Ampelovitis,A,Vitaceae,APG4
Ampelozizyphus,A,Rhamnaceae,APG4
Ampelygonum,A,Polygonaceae,APG4
Amperea,A,Euphorbiaceae,APG4
Amphania,A,Pentaphylacaceae,APG4
Ampherephis,A,Asteraceae,APG4
Amphiachyris,A,Asteraceae,APG4
Amphianthus,A,Plantaginaceae,APG4
Amphiasma,A,Rubiaceae,APG4
Amphiblemma,A,Melastomataceae,APG4
Amphiblestra,F,Tectariaceae,TPL
Amphibolia,A,Aizoaceae,APG4
Amphibolis,A,Cymodoceaceae,APG4
Amphibologyne,A,Boraginaceae,APG4
Amphibromus,A,Poaceae,APG4
Amphicarpa,A,Fabaceae,APG4
Amphicarpaea,A,Fabaceae,APG4
Amphicarpum,A,Poaceae,APG4
Amphicome,A,Bignoniaceae,APG4
Amphicosmia,F,Cyatheaceae,TPL
Amphidasya,A,Rubiaceae,APG4
Amphidesmium,F,Metaxyaceae,TPL
Amphidetes,A,Apocynaceae,APG4
Amphidonax,A,Poaceae,APG4
Amphidoxa,A,Asteraceae,APG4
Amphiestes,A,Acanthaceae,APG4
Amphigena,A,Orchidaceae,APG4
Amphigenes,A,Poaceae,APG4
Amphiglossa,A,Asteraceae,APG4
Amphiglottis,A,Orchidaceae,APG4
Amphilochia,A,Vochysiaceae,APG4
Amphilophis,A,Poaceae,APG4
Amphilophium,A,Bignoniaceae,APG4
Amphimas,A,Fabaceae,APG4
Amphineurion,A,Apocynaceae,APG4
Amphineuron,F,Thelypteridaceae,TPL
Amphinomia,A,Fabaceae,APG4
Amphiodon,A,Fabaceae,APG4
Amphiolanthus,A,Plantaginaceae,APG4
Amphione,A,Convolvulaceae,APG4
Amphipappus,A,Asteraceae,APG4
Amphipetalum,A,Portulacaceae,APG4
Amphiphyllum,A,Rapateaceae,APG4
Amphipleis,A,Solanaceae,APG4
Amphipogon,A,Poaceae,APG4
Amphipterum,F,Hymenophyllaceae,TPL
Amphipterygium,A,Anacardiaceae,APG4
Amphiraphis,A,Asteraceae,APG4
Amphirhapis,A,Asteraceae,APG4
Amphirrhox,A,Violaceae,APG4
Amphiscirpus,A,Cyperaceae,APG4
Amphiscopia,A,Acanthaceae,APG4
Amphisiphon,A,Asparagaceae,APG4
Amphistelma,A,Apocynaceae,APG4
Amphistemon,A,Rubiaceae,APG4
Amphitecna,A,Bignoniaceae,APG4
Amphithalea,A,Fabaceae,APG4
Amphitoma,A,Melastomataceae,APG4
Amphochaeta,A,Poaceae,APG4
Amphodus,A,Fabaceae,APG4
Amphoradenium,F,Polypodiaceae,TPL
Amphorchis,A,Orchidaceae,APG4
Amphorella,A,Apocynaceae,APG4
Amphoricarpos,A,Asteraceae,APG4
Amphoricarpus,A,Lecythidaceae,APG4
Amphorocalyx,A,Melastomataceae,APG4
Amphorogyne,A,Santalaceae,APG4
Amphymenium,A,Fabaceae,APG4
